file_id,student_id,page_id,spine_id,full_name,name,skin_name,spine_remark,name_cn,name_jp,name_tw,name_en,name_kr,school_id,school_name
CH0240,102,350,1489,陆八魔 阿露（礼服）,陆八魔 阿露,礼服,,陆八魔 爱露（礼服）,陸八魔 アル（ドレス）,陸八魔 亞瑠（禮服）,Rikuhachima Aru,리쿠하치마 아루,3,格赫娜学园
NP0049,103,103,1719,赤司 纯子（运动服）,赤司 纯子,,运动服,赤司 纯子,赤司 ジュンコ,赤司 淳子,Akashi Junko,아카시 준코,3,格赫娜学园
zunko,103,103,10,赤司 纯子,赤司 纯子,,,赤司 纯子,赤司 ジュンコ,赤司 淳子,Akashi Junko,아카시 준코,3,格赫娜学园
CH0192,103,146,1648,赤司 纯子（正月）,赤司 纯子,正月,,赤司 纯子（新年）,赤司 ジュンコ（正月）,赤司 淳子（正月）,Akashi Junko,아카시 준코,3,格赫娜学园
arona,104,104,1234,阿罗娜,阿罗娜,,,阿洛娜,アロナ,彩奈,Arona,아로나,6,夏莱
sora,105,105,1417,空,空,,,空,ソラ,空,Sora,소라,16,天使24便利店
shigure,106,106,39,间宵 时雨,间宵 时雨,,,间宵 时雨,間宵 シグレ,間宵 時雨,Mayoi Shigure,마요이 시구레,5,红冬联邦学园
CH0123,106,227,123,间宵 时雨（温泉）,间宵 时雨,温泉,,间宵 时雨（温泉）,間宵 シグレ（温泉）,間宵 時雨（溫泉）,Mayoi Shigure,마요이 시구레,5,红冬联邦学园
mutsuki,107,107,1407,浅黄 睦月,浅黄 睦月,,,浅黄 睦月,浅黄 ムツキ,淺黃 無月,Asagi Mutsuki,아사기 무츠키,3,格赫娜学园
mutsuki_newyear,107,177,1406,浅黄 睦月（正月）,浅黄 睦月,正月,,浅黄 睦月（新年）,浅黄 ムツキ（正月）,淺黃 無月（正月）,Asagi Mutsuki,아사기 무츠키,3,格赫娜学园
CH0246,107,352,1492,浅黄 睦月（礼服）,浅黄 睦月,礼服,,浅黄 睦月（礼服）,浅黄 ムツキ（ドレス）,淺黃 無月（禮服）,Asagi Mutsuki,아사기 무츠키,3,格赫娜学园
CH0248,107,354,1494,浅黄 睦月（西装）,浅黄 睦月,西装,,浅黄 睦月,浅黄 ムツキ,淺黃 無月,Asagi Mutsuki,아사기 무츠키,3,格赫娜学园
NP0234,108,108,1359,天童 爱丽丝（防寒服）,天童 爱丽丝,,防寒服,天童 爱丽丝,天童 アリス,天童 愛麗絲,Tendou Aris,텐도 아리스,4,千禧科学学院
aris,108,108,1816,天童 爱丽丝,天童 爱丽丝,,,天童 爱丽丝,天童 アリス,天童 愛麗絲,Tendou Aris,텐도 아리스,4,千禧科学学院
aris_noweapon,108,108,1815,天童 爱丽丝（无武器）,天童 爱丽丝,,无武器,天童 爱丽丝,天童 アリス,天童 愛麗絲,Tendou Aris,텐도 아리스,4,千禧科学学院
CH0200,108,152,1652,天童 爱丽丝（女仆）,天童 爱丽丝,女仆,,天童 爱丽丝（女仆）,天童 アリス（メイド）,天童 愛麗絲（女僕）,Tendou Aris,텐도 아리스,4,千禧科学学院
CH0334,108,574,1329,天童 爱丽丝（临战）,天童 爱丽丝,临战,,天童 爱丽丝（武装）,天童 アリス（臨戦）,天童 愛麗絲（武裝）,Tendou Aris,텐도 아리스,4,千禧科学学院
NP0281,108,574,1387,"天童 爱丽丝（临战,战损）",天童 爱丽丝,临战,战损,天童 爱丽丝（武装）,天童 アリス（臨戦）,天童 愛麗絲（武裝）,Tendou Aris,텐도 아리스,4,千禧科学学院
NP0068,110,110,1737,鳄渊 明里（运动服）,鳄渊 明里,,运动服,鳄渊 明里,鰐渕 アカリ,鰐渕 亞伽里,Wanibuchi Akari,와니부치 아카리,3,格赫娜学园
akari,110,110,1233,鳄渊 明里,鳄渊 明里,,,鳄渊 明里,鰐渕 アカリ,鰐渕 亞伽里,Wanibuchi Akari,와니부치 아카리,3,格赫娜学园
CH0196,110,155,205,鳄渊 明里（正月）,鳄渊 明里,正月,,鳄渊 明里（新年）,鰐渕 アカリ（正月）,鰐渕 亞伽里（正月）,Wanibuchi Akari,와니부치 아카리,3,格赫娜学园
NP0081,113,113,161,一之濑 明日奈（制服）,一之濑 明日奈,,制服,一之濑 明日奈,一之瀬 アスナ,一之瀬 明日奈,Ichinose Asuna,이치노세 아스나,4,千禧科学学院
asuna,113,113,1235,一之濑 明日奈,一之濑 明日奈,,,一之濑 明日奈,一之瀬 アスナ,一之瀬 明日奈,Ichinose Asuna,이치노세 아스나,4,千禧科学学院
CH0098,113,130,1242,一之濑 明日奈（兔女郎）,一之濑 明日奈,兔女郎,,一之濑 明日奈（邦妮）,一之瀬 アスナ（バニーガール）,一之瀬 明日奈（兔女郎）,Ichinose Asuna,이치노세 아스나,4,千禧科学学院
CH0281,113,512,1283,一之濑 明日奈（制服）,一之濑 明日奈,制服,,一之濑 明日奈（制服）,一之瀬 アスナ（制服）,一之瀬 明日奈,Ichinose Asuna,이치노세 아스나,4,千禧科学学院
NP0081,113,512,1749,"一之濑 明日奈（制服,NPC时期）",一之濑 明日奈,制服,NPC时期,一之濑 明日奈（制服）,一之瀬 アスナ（制服）,一之瀬 明日奈,Ichinose Asuna,이치노세 아스나,4,千禧科学学院
CH0071,114,114,1454,仲正 一花,仲正 一花,,,仲正 一花,仲正 イチカ,仲正 一花,Nakamasa ichika,나카마사 이치카,2,圣三一综合学园
NP0222,114,114,1352,仲正 一花（燕尾服）,仲正 一花,,燕尾服,仲正 一花,仲正 イチカ,仲正 一花,Nakamasa ichika,나카마사 이치카,2,圣三一综合学园
CH0292,114,542,1294,仲正 一花（泳装）,仲正 一花,泳装,,仲正 一花（泳装）,仲正 イチカ（水着）,仲正 一花（泳裝）,Nakamasa ichika,나카마사 이치카,2,圣三一综合学园
CH0079,115,115,99,羽沼 真琴,羽沼 真琴,,,羽沼 真琴,羽沼 マコト,羽沼 真琴,Hanuma Makoto,하누마 마코토,3,格赫娜学园
CH0253,115,539,1498,羽沼 真琴（礼服）,羽沼 真琴,礼服,,羽沼 真琴（礼服）,羽沼 マコト（ドレス）,羽沼 真琴（禮服）,Hanuma Makoto,하누마 마코토,3,格赫娜学园
CH0344,115,610,1785,羽沼 真琴（泳装）,羽沼 真琴,泳装,,羽沼 真琴（泳装）,羽沼 マコト（水着）,羽沼 真琴（泳装）,Hanuma Makoto,하누마 마코토,3,格赫娜学园
NP0298,115,610,1780,"羽沼 真琴（泳装,海盗装）",羽沼 真琴,泳装,海盗装,羽沼 真琴（泳装）,羽沼 マコト（水着）,羽沼 真琴（泳装）,Hanuma Makoto,하누마 마코토,3,格赫娜学园
CH0089,116,116,1455,鬼怒川 霞,鬼怒川 霞,,,鬼怒川 霞,鬼怒川 カスミ,鬼怒川 佳澄,Kinugawa Kasumi,키누가와 카스미,3,格赫娜学园
CH0328,116,546,1324,鬼怒川 霞（泳装）,鬼怒川 霞,泳装,,鬼怒川 霞（泳装）,鬼怒川 カスミ（水着）,鬼怒川 佳澄（泳裝）,Kinugawa Kasumi,키누가와 카스미,3,格赫娜学园
NP0280,116,546,1386,"鬼怒川 霞（泳装,摘下外套）",鬼怒川 霞,泳装,摘下外套,鬼怒川 霞（泳装）,鬼怒川 カスミ（水着）,鬼怒川 佳澄（泳裝）,Kinugawa Kasumi,키누가와 카스미,3,格赫娜学园
chinatsu,117,117,1390,火宫 千夏,火宫 千夏,,,火宫 千夏,火宮 チナツ,火宮 千夏,Hinomiya Chinatsu,히노미야 치나츠,3,格赫娜学园
CH0163,117,140,1604,火宫 千夏（温泉）,火宫 千夏,温泉,,火宫 千夏（温泉）,火宮 チナツ（温泉）,火宮 千夏（溫泉）,Hinomiya Chinatsu,히노미야 치나츠,3,格赫娜学园
NP0225,118,118,1353,伊原木 好美（鬼屋装扮）,伊原木 好美,,鬼屋装扮,伊原木 好美,伊原木 ヨシミ,伊原木 喜美,Ibaragi Yoshimi,이바라기 요시미,2,圣三一综合学园
yoshimi,118,118,1425,伊原木 好美,伊原木 好美,,,伊原木 好美,伊原木 ヨシミ,伊原木 喜美,Ibaragi Yoshimi,이바라기 요시미,2,圣三一综合学园
CH0220,118,370,1477,伊原木 好美（乐队）,伊原木 好美,乐队,,伊原木 好美（乐队）,伊原木 ヨシミ（バンド）,伊原木 喜美（樂團）,Ibaragi Yoshimi,이바라기 요시미,2,圣三一综合学园
NP0187,118,370,1548,"伊原木 好美（乐队,白背心）",伊原木 好美,乐队,白背心,伊原木 好美（乐队）,伊原木 ヨシミ（バンド）,伊原木 喜美（樂團）,Ibaragi Yoshimi,이바라기 요시미,2,圣三一综合学园
nodoka,119,119,325,天见 和香,天见 和香,,,天见 和香,天見 ノドカ,天見 和香,Amami Nodoka,아마미 노도카,5,红冬联邦学园
CH0165,119,120,1605,天见 和香（温泉）,天见 和香,温泉,,天见 和香（温泉）,天見 ノドカ（温泉）,天見 和香（溫泉）,Amami Nodoka,아마미 노도카,5,红冬联邦学园
CH0086,123,123,1587,鬼方 佳代子（正月）,鬼方 佳代子,正月,,鬼方 佳代子（新年）,鬼方 カヨコ（正月）,鬼方 佳世子（正月）,Onikata Kayoko,오니카타 카요코,3,格赫娜学园
NP0118,123,176,1807,鬼方 佳代子（领航服）,鬼方 佳代子,,领航服,鬼方 佳代子,鬼方 カヨコ,鬼方 佳世子,Onikata Kayoko,오니카타 카요코,3,格赫娜学园
kayoko,123,176,328,鬼方 佳代子,鬼方 佳代子,,,鬼方 佳代子,鬼方 カヨコ,鬼方 佳世子,Onikata Kayoko,오니카타 카요코,3,格赫娜学园
CH0239,123,351,1488,鬼方 佳代子（礼服）,鬼方 佳代子,礼服,,鬼方 佳代子（礼服）,鬼方 カヨコ（ドレス）,鬼方 佳世子（禮服）,Onikata Kayoko,오니카타 카요코,3,格赫娜学园
CH0087,124,124,1588,伊草 遥香（正月）,伊草 遥香,正月,,伊草 春香（新年）,伊草 ハルカ（正月）,伊草 遙香（正月）,Igusa Haruka,이구사 하루카,3,格赫娜学园
haruka,124,192,1829,伊草 遥香,伊草 遥香,,,伊草 春香,伊草 ハルカ,伊草 遙香,Igusa Haruka,이구사 하루카,3,格赫娜学园
CH0247,124,353,1493,伊草 遥香（礼服）,伊草 遥香,礼服,,伊草 春香（礼服）,伊草 ハルカ（ドレス）,伊草 遙香（禮服）,Igusa Haruka,이구사 하루카,3,格赫娜学园
CH0249,124,355,1495,伊草 遥香（西装）,伊草 遥香,西装,,伊草 春香,伊草 ハルカ,伊草 遙香,Igusa Haruka,이구사 하루카,3,格赫娜学园
blacksuit,125,125,1821,黑服,黑服,,,黑服,黒服,黑色西裝人,Black Suit,검은 양복,20,数秘术
CH0109,126,126,1243,天地 尼娅,天地 尼娅,,,天地 尼娅,天地 ニヤ,天地 仁耶,Amachi Niya,아마치 니야,9,百鬼夜行联合学园
NP0248,126,126,1370,天地 尼娅（战损）,天地 尼娅,,战损,天地 尼娅,天地 ニヤ,天地 仁耶,Amachi Niya,아마치 니야,9,百鬼夜行联合学园
CH0110,127,127,1456,里滨 海夏,里滨 海夏,,,里浜 海香,里浜 ウミカ,里浜 海花,Satohama Umika,사토하마 우미카,9,百鬼夜行联合学园
CH0135,128,128,1458,朱城 留美,朱城 留美,,,朱城 瑠海,朱城 ルミ,朱城 瑠美,Akeshiro Rumi,아케시로 루미,7,山海经高级中学
NP0233,128,128,1358,朱城 留美（幼儿园）,朱城 留美,,幼儿园,朱城 瑠海,朱城 ルミ,朱城 瑠美,Akeshiro Rumi,아케시로 루미,7,山海经高级中学
CH0361,128,604,1703,朱城 留美（泳装）,朱城 留美,泳装,,朱城 瑠海（泳装）,朱城 ルミ（水着）,朱城 瑠美（泳裝）,Akeshiro Rumi,아케시로 루미,7,山海经高级中学
CH0152,129,129,1599,苍森 美弥,苍森 美弥,,,苍森 美祢,蒼森 ミネ,蒼森 美禰,Aomori Mine,아오모리 미네,2,圣三一综合学园
CH0275,129,500,1277,苍森 美弥（偶像）,苍森 美弥,偶像,,苍森 美祢（偶像）,蒼森 ミネ（アイドル）,蒼森 美禰（偶像）,Aomori Mine,아오모리 미네,2,圣三一综合学园
CH0138,131,131,1459,近卫 南,近卫 南,,,近卫 南,近衛 ミナ,近衛 美奈,Konoe Mina,코노에 미나,7,山海经高级中学
CH0158,133,133,1248,调月 莉音,调月 莉音,,,调月 莉音,調月 リオ,調月 莉央,Tsukatsuki Rio,츠카츠키 리오,4,千禧科学学院
NP0085,133,133,1752,调月 莉音（AMAS战斗机器人）,调月 莉音,,AMAS战斗机器人,调月 莉音,調月 リオ,調月 莉央,Tsukatsuki Rio,츠카츠키 리오,4,千禧科学学院
NP0122,133,133,76,调月 莉音（AMAS小机器人）,调月 莉音,,AMAS小机器人,调月 莉音,調月 リオ,調月 莉央,Tsukatsuki Rio,츠카츠키 리오,4,千禧科学学院
NP0240,133,133,1363,调月 莉音（防寒服）,调月 莉音,,防寒服,调月 莉音,調月 リオ,調月 莉央,Tsukatsuki Rio,츠카츠키 리오,4,千禧科学学院
CH0331,133,571,1326,调月 莉音（临战）,调月 莉音,临战,,调月 莉音（武装）,調月 リオ（臨戦）,調月 莉央（武裝）,Tsukatsuki Rio,츠카츠키 리오,4,千禧科学学院
CH0166,134,134,1249,河驹风 兰舞,河驹风 兰舞,,,河驹风 兰舞,河駒風 ラブ,河驹风 良舞,Komakaze Rabu,코마카제 라브,2,圣三一综合学园
NP0262,134,134,1380,河驹风 兰舞（玩偶服）,河驹风 兰舞,,玩偶服,河驹风 兰舞,河駒風 ラブ,河驹风 良舞,Komakaze Rabu,코마카제 라브,2,圣三一综合学园
CH0279,134,379,1281,河驹风 兰舞（泳装）,河驹风 兰舞,泳装,,河驹风 兰舞（泳装）,河駒風 ラブ（水着）,河驹风 良舞（泳裝）,Komakaze Rabu,코마카제 라브,2,圣三一综合学园
CH0199,135,135,208,砂狼 白子*恐怖,砂狼 白子*恐怖,,,砂狼 白子*恐怖,砂狼 シロコ＊テラー,砂狼 白子*TERROR,Sunaookami Shiroko*terror,스나오오카미 시로코*테러,1,阿比多斯高中
CH0263,135,135,776,砂狼 白子*恐怖（光环修复）,砂狼 白子*恐怖,,光环修复,砂狼 白子*恐怖,砂狼 シロコ＊テラー,砂狼 白子*TERROR,Sunaookami Shiroko*terror,스나오오카미 시로코*테러,1,阿比多斯高中
NP0125,135,135,71,砂狼 白子*恐怖（战损）,砂狼 白子*恐怖,,战损,砂狼 白子*恐怖,砂狼 シロコ＊テラー,砂狼 白子*TERROR,Sunaookami Shiroko*terror,스나오오카미 시로코*테러,1,阿比多斯高中
NP0231,135,135,793,"砂狼 白子*恐怖（头套,破碎光环）",砂狼 白子*恐怖,,"头套,破碎光环",砂狼 白子*恐怖,砂狼 シロコ＊テラー,砂狼 白子*TERROR,Sunaookami Shiroko*terror,스나오오카미 시로코*테러,1,阿比多斯高中
NP0232,135,135,794,"砂狼 白子*恐怖（头套,修复光环）",砂狼 白子*恐怖,,"头套,修复光环",砂狼 白子*恐怖,砂狼 シロコ＊テラー,砂狼 白子*TERROR,Sunaookami Shiroko*terror,스나오오카미 시로코*테러,1,阿比多斯高中
ibuki,136,136,1559,丹花 伊吹,丹花 伊吹,,,丹花 伊吹,丹花 イブキ,丹花 伊吹,Tanga Ibuki,탄가 이부키,3,格赫娜学园
CH0254,136,538,1499,丹花 伊吹（礼服）,丹花 伊吹,礼服,,丹花 伊吹（礼服）,丹花 イブキ（ドレス）,丹花 伊吹（禮服）,Tanga Ibuki,탄가 이부키,3,格赫娜学园
CH0347,136,609,1788,丹花 伊吹（泳装）,丹花 伊吹,泳装,,丹花 伊吹（泳装）,丹花 イブキ（水着）,丹花 伊吹（泳裝）,Tanga Ibuki,탄가 이부키,3,格赫娜学园
NP0301,136,609,1783,"丹花 伊吹（泳装,海盗装）",丹花 伊吹,泳装,海盗装,丹花 伊吹（泳装）,丹花 イブキ（水着）,丹花 伊吹（泳裝）,Tanga Ibuki,탄가 이부키,3,格赫娜学园
CH0100,137,137,1592,角楯 花凛（兔女郎）,角楯 花凛,兔女郎,,角楯 花凛（邦妮）,角楯 カリン（バニーガール）,角楯 花凛（兔女郎）,Kakudate Karin,카쿠다테 카린,4,千禧科学学院
NP0082,137,175,160,角楯 花凛（制服）,角楯 花凛,,制服,角楯 花凛,角楯 カリン,角楯 花凛,Kakudate Karin,카쿠다테 카린,4,千禧科学学院
karin,137,175,1399,角楯 花凛,角楯 花凛,,,角楯 花凛,角楯 カリン,角楯 花凛,Kakudate Karin,카쿠다테 카린,4,千禧科学学院
CH0282,137,513,1284,角楯 花凛（制服）,角楯 花凛,制服,,角楯 花凛（制服）,角楯 カリン（制服）,角楯 花凛,Kakudate Karin,카쿠다테 카린,4,千禧科学学院
NP0082,137,513,1750,"角楯 花凛（制服,NPC时期）",角楯 花凛,制服,NPC时期,角楯 花凛（制服）,角楯 カリン（制服）,角楯 花凛,Kakudate Karin,카쿠다테 카린,4,千禧科学学院
CH0101,138,138,1593,美甘 妮禄（兔女郎）,美甘 妮禄,兔女郎,,美甘 妮露（邦妮）,美甘 ネル（バニーガール）,美甘 寧瑠（兔女郎）,Mikamo Neru,미카모 네루,4,千禧科学学院
NP0088,138,213,1755,美甘 妮禄（流血）,美甘 妮禄,,流血,美甘 妮露,美甘 ネル,美甘 寧瑠,Mikamo Neru,미카모 네루,4,千禧科学学院
NP0089,138,213,1756,美甘 妮禄（包扎）,美甘 妮禄,,包扎,美甘 妮露,美甘 ネル,美甘 寧瑠,Mikamo Neru,미카모 네루,4,千禧科学学院
neru,138,213,326,美甘 妮禄,美甘 妮禄,,,美甘 妮露,美甘 ネル,美甘 寧瑠,Mikamo Neru,미카모 네루,4,千禧科学学院
CH0280,138,514,1282,美甘 妮禄（制服）,美甘 妮禄,制服,,美甘 妮露（制服）,美甘 ネル（制服）,美甘 寧瑠,Mikamo Neru,미카모 네루,4,千禧科学学院
CH0155,139,139,1600,柚鸟 夏,柚鸟 夏,,,柚鸟 夏,柚鳥 ナツ,柚鳥 夏,Yutori Natsu,유토리 나츠,2,圣三一综合学园
NP0057,139,139,1726,柚鸟 夏（运动服）,柚鸟 夏,,运动服,柚鸟 夏,柚鳥 ナツ,柚鳥 夏,Yutori Natsu,유토리 나츠,2,圣三一综合学园
NP0228,139,139,1355,柚鸟 夏（鬼屋装扮）,柚鸟 夏,,鬼屋装扮,柚鸟 夏,柚鳥 ナツ,柚鳥 夏,Yutori Natsu,유토리 나츠,2,圣三一综合学园
CH0221,139,371,1252,柚鸟 夏（乐队）,柚鸟 夏,乐队,,柚鸟 夏（乐队）,柚鳥 ナツ（バンド）,柚鳥 夏（樂團）,Yutori Natsu,유토리 나츠,2,圣三一综合学园
NP0190,139,371,713,"柚鸟 夏（乐队,白背心）",柚鸟 夏,乐队,白背心,柚鸟 夏（乐队）,柚鳥 ナツ（バンド）,柚鳥 夏（樂團）,Yutori Natsu,유토리 나츠,2,圣三一综合学园
CH0164,141,141,1607,连河 切里诺（温泉）,连河 切里诺,温泉,,连河 切里诺（温泉）,連河 チェリノ（温泉）,連河 潔莉諾（溫泉）,Renkawa Cherino,렌카와 체리노,5,红冬联邦学园
cherino,141,179,1389,连河 切里诺,连河 切里诺,,,连河 切里诺,連河 チェリノ,連河 潔莉諾,Renkawa Cherino,렌카와 체리노,5,红冬联邦学园
CH0278,141,391,1280,连河 切里诺（旗袍）,连河 切里诺,旗袍,,连河 切里诺（旗袍）,連河 チェリノ（チーパオ）,連河 潔莉諾（旗袍）,Renkawa Cherino,렌카와 체리노,5,红冬联邦学园
CH0167,142,142,1250,宇泽 玲纱,宇泽 玲纱,,,宇泽 玲纱,宇沢 レイサ,宇澤 澪紗,Uzawa Reisa,우자와 레이사,2,圣三一综合学园
CH0326,142,565,1322,宇泽 玲纱（魔法）,宇泽 玲纱,魔法,,宇泽 玲纱,宇沢 レイサ（マジカル）,宇澤 澪紗,Uzawa Reisa,우자와 레이사,2,圣三一综合学园
CH0107,143,143,1594,桑上 果穗,桑上 果穗,,,桑上 果穗,桑上 カホ,桑上 佳穗,Kuwakami Kaho,쿠와카미 카호,9,百鬼夜行联合学园
CH0170,144,144,1608,尾刃 叶渚,尾刃 叶渚,,,尾刃 康娜,尾刃 カンナ,尾刃 環奈,Ogata Kanna,오가타 칸나,8,瓦尔基里警察学校
NP0105,144,144,1796,尾刃 叶渚（战损）,尾刃 叶渚,,战损,尾刃 康娜,尾刃 カンナ,尾刃 環奈,Ogata Kanna,오가타 칸나,8,瓦尔基里警察学校
CH0260,144,375,1263,尾刃 叶渚（泳装）,尾刃 叶渚,泳装,,尾刃 康娜（泳装）,尾刃 カンナ（水着）,尾刃 環奈（泳裝）,Ogata Kanna,오가타 칸나,8,瓦尔基里警察学校
CH0191,145,145,1647,黑馆 晴奈（正月）,黑馆 晴奈,正月,,黑馆 晴奈（新年）,黒舘 ハルナ（正月）,黒舘 羽留奈（正月）,Kurodate Haruna,쿠로다테 하루나,3,格赫娜学园
CH0193,145,154,201,黑馆 晴奈（体操服）,黑馆 晴奈,体操服,,黑馆 晴奈（体操服）,黒舘 ハルナ（体操服）,黒舘 羽留奈（體育服）,Kurodate Haruna,쿠로다테 하루나,3,格赫娜学园
haruna,145,195,1830,黑馆 晴奈,黑馆 晴奈,,,黑馆 晴奈,黒舘 ハルナ,黒舘 羽留奈,Kurodate Haruna,쿠로다테 하루나,3,格赫娜学园
kaitenranger_black,147,147,317,回转黑,回转黑,,,回转者·黑,カイテンブラック,凱坦澤Black,Kaitenger Black,카이텐져 블랙,17,不良少女们
kaitenranger_green,148,148,319,回转绿,回转绿,,,回转者·绿,カイテングリーン,凱坦澤Green,Kaitenger Green,카이텐져 그린,17,不良少女们
kaitenranger_pink,149,149,320,回转粉,回转粉,,,回转者·粉,カイテンピンク,凱坦澤Pink,Kaitenger Pink,카이텐져 핑크,17,不良少女们
kaitenranger_red,150,150,322,回转红,回转红,,,回转者·红,カイテンレッド,凱坦澤Red,Kaitenger Red,카이텐져 레드,17,不良少女们
kaitenranger_yellow,151,151,324,回转黄,回转黄,,,回转者·黄,カイテンイエロー,凱坦澤Yellow,Kaitenger Yellow,카이텐져 옐로,17,不良少女们
NP0007,157,157,1671,下江 小春（运动服）,下江 小春,,运动服,下江 小春,下江 コハル,下江 小春,Shimoe Koharu,시모에 코하루,2,圣三一综合学园
NP0008,157,157,1672,下江 小春（学校泳装）,下江 小春,,学校泳装,下江 小春,下江 コハル,下江 小春,Shimoe Koharu,시모에 코하루,2,圣三一综合学园
koharu,157,157,334,下江 小春,下江 小春,,,下江 小春,下江 コハル,下江 小春,Shimoe Koharu,시모에 코하루,2,圣三一综合学园
CH0205,157,299,1468,下江 小春（泳装）,下江 小春,泳装,,下江 小春（泳装）,下江 コハル（水着）,下江 小春（泳裝）,Shimoe Koharu,시모에 코하루,2,圣三一综合学园
eimi,158,158,1391,和泉元 艾米,和泉元 艾米,,,和泉元 艾米,和泉元 エイミ,和泉元 英美,Izumimoto Eimi,이즈미모토 에이미,4,千禧科学学院
CH0219,158,334,642,和泉元 艾米（泳装）,和泉元 艾米,泳装,,和泉元 艾米（泳装）,和泉元 エイミ（水着）,和泉元 英美（泳裝）,Izumimoto Eimi,이즈미모토 에이미,4,千禧科学学院
CH0337,158,576,1331,和泉元 艾米（临战）,和泉元 艾米,临战,,和泉元 艾米（武装）,和泉元 エイミ（臨戦）,和泉元 英美（武裝）,Izumimoto Eimi,이즈미모토 에이미,4,千禧科学学院
erika,159,159,1626,旗见 绘里香,旗见 绘里香,,,旗见 绘梨香,旗見 エリカ,旗見 繪里香,hatami erika,하타미 에리카,3,格赫娜学园
hare,160,160,1828,小钩 晴,小钩 晴,,,小钩 晴,小鈎 ハレ,小鈎 晴,Omagari Hare,오마가리 하레,4,千禧科学学院
CH0233,160,340,1485,小钩 晴（露营）,小钩 晴,露营,,小钩 晴（露营）,小鈎 ハレ（キャンプ）,小鈎 晴（露營）,Omagari Hare,오마가리 하레,4,千禧科学学院
CH0311,160,507,1311,小钩 晴（睡衣）,小钩 晴,睡衣,,小钩 晴,小鈎 ハレ（パジャマ）,小鈎 晴（睡衣）,Omagari Hare,오마가리 하레,4,千禧科学学院
NP0060,162,162,1729,正义实现委员会部员A（运动服）,正义实现委员会部员A,,运动服,,正義実現委員会部員,,,,2,圣三一综合学园
justice_normal1,162,162,1663,正义实现委员会部员A,正义实现委员会部员A,,,,正義実現委員会部員,,,,2,圣三一综合学园
kirara,163,163,1560,夜樱 绮良,夜樱 绮良,,,夜樱 绮罗罗,夜桜 キララ,夜櫻 綺羅羅,Yozakura Kirara,요자쿠라 키라라,3,格赫娜学园
NP0114,164,164,1804,巨匠（战损）,巨匠,,战损,巨匠,マエストロ,瑪艾斯托洛,Maestro,마에스트로,20,数秘术
maestro,164,164,1664,巨匠,巨匠,,,巨匠,マエストロ,瑪艾斯托洛,Maestro,마에스트로,20,数秘术
mai,165,165,341,风卷 舞,风卷 舞,,,风卷 舞,風巻 マイ,風卷 麻衣,Kazamaki Mai,카자마키 마이,13,克罗诺斯学校
CH0214,166,166,1472,安守 实梨,安守 实梨,,,安守 实梨,安守 ミノリ,安守 實里,Yasumori Minori,야스모리 미노리,5,红冬联邦学园
momiji,167,167,1561,秋泉 红叶,秋泉 红叶,,,秋泉 红叶,秋泉 モミジ,秋泉 紅葉,Akiizumi Momiji,아키이즈미 모미지,5,红冬联邦学园
NP0013,168,168,1332,岩柜 步美,岩柜 步美,,,岩柜 步,岩櫃 アユム,岩櫃 步,Iwabitsu Ayumu,이와비츠 아유무,12,联邦学生会
NP0099,168,168,1765,岩柜 步美（领航服）,岩柜 步美,,领航服,岩柜 步,岩櫃 アユム,岩櫃 步,Iwabitsu Ayumu,이와비츠 아유무,12,联邦学生会
NP0015,169,169,1619,不知火 花耶,不知火 花耶,,,不知火 花耶,不知火 カヤ,不知火 香耶,Shiranui Kaya,시라누이 카야,12,联邦学生会
NP0292,169,169,1574,不知火 花耶（囚服）,不知火 花耶,,囚服,不知火 花耶,不知火 カヤ,不知火 香耶,Shiranui Kaya,시라누이 카야,12,联邦学生会
NP0029,170,170,1689,贝阿朵莉切,贝阿朵莉切,,,贝缇丽彩,ベアトリーチェ,貝雅特里榭,Beatrice,베아트리체,20,数秘术
NP0032,171,171,1333,扇喜 葵,扇喜 葵,,,扇喜 葵,扇喜 アオイ,扇喜 碧,Oki Aoi,오키 아오이,12,联邦学生会
NP0034,172,172,1691,凯撒PMC 理事（度假）,凯撒PMC 理事,度假,,凯撒PMC 董事,カイザーPMC 理事,凱薩PMC 董事,Kaiser PMC Director,카이저PMC 이사,19,凯撒集团
pmcdirector,172,201,63,凯撒PMC 理事,凯撒PMC 理事,,,凯撒PMC 董事,カイザーPMC 理事,凱薩PMC 董事,Kaiser PMC Director,카이저PMC 이사,19,凯撒集团
NP0035,173,173,263,普拉娜,普拉娜,,,普拉娜,プラナ,星奈,Plana (Planetarium),프라나,6,夏莱
NP0038,174,174,1693,葛叶,葛叶,,,葛叶,クズノハ,葛葉,Kuzunoha,쿠즈노하,9,百鬼夜行联合学园
suzumi,181,181,1420,守月 铃美,守月 铃美,,,守月 铃美,守月 スズミ,守月 鈴美,Morizuki Suzumi,모리즈키 스즈미,2,圣三一综合学园
CH0325,181,563,1321,守月 铃美（魔法）,守月 铃美,魔法,,守月 铃美,守月 スズミ（マジカル）,守月 鈴美,Morizuki Suzumi,모리즈키 스즈미,2,圣三一综合学园
NP0050,182,182,1720,小涂 真纪（运动服）,小涂 真纪,,运动服,小涂 真纪,小塗 マキ,小塗 真紀,Konuri Maki,코누리 마키,4,千禧科学学院
maki,182,182,342,小涂 真纪,小涂 真纪,,,小涂 真纪,小塗 マキ,小塗 真紀,Konuri Maki,코누리 마키,4,千禧科学学院
